City,Country / Territory,Longitude,Latitude,Date,Pageviews
Bridgeport,United States,-73.1952,41.1865,20140919,7
Trumbull,United States,-73.2007,41.2429,20140919,1
Islip,United States,-73.2104,40.7298,20140919,2
Burlington,United States,-73.2121,44.4759,20140919,1
Huntington,United States,-73.4257,40.8682,20140919,1
Massapequa,United States,-73.4743,40.6807,20140919,2
Valatie,United States,-73.6732,42.4134,20140919,1
North New Hyde Park,United States,-73.6932,40.7432,20140919,1
Valley Stream,United States,-73.7085,40.6643,20140919,1
Mount Kisco,United States,-73.7271,41.2043,20140919,1
Castleton-on-Hudson,United States,-73.7463,42.5332,20140919,1
Pointe-Claire,Canada,-73.799,45.472,20140919,1
Closter,United States,-73.9615,40.9732,20140919,2
New York,United States,-74.0059,40.7128,20140919,21
Bogota,Colombia,-74.0758,4.5981,20140919,1
Jersey City,United States,-74.0776,40.7282,20140919,1
Ridgewood,United States,-74.1165,40.9793,20140919,1
Belleville,United States,-74.15,40.7937,20140919,2
Holmdel,United States,-74.184,40.3451,20140919,1
Freehold Township,United States,-74.299,40.2244,20140919,1
New Brunswick,United States,-74.4518,40.4862,20140919,1
Princeton,United States,-74.6672,40.3573,20140919,5
Hopewell Township,United States,-74.812,40.3564,20140919,1
Gloucester Township,United States,-75.0361,39.7922,20140919,1
Glassboro,United States,-75.1118,39.7029,20140919,1
Philadelphia,United States,-75.1638,39.9523,20140919,8
Myerstown,United States,-76.3027,40.3745,20140919,1
Baltimore,United States,-76.6122,39.2904,20140919,1
Odenton,United States,-76.7002,39.084,20140919,1
Harrisburg,United States,-76.8867,40.2732,20140919,1
Silver Spring,United States,-77.0261,38.9907,20140919,3
Washington,United States,-77.0369,38.9072,20140919,5
Alexandria,United States,-77.0469,38.8048,20140919,1
Franconia,United States,-77.1464,38.7821,20140919,1
Rockville,United States,-77.1528,39.084,20140919,3
Potomac,United States,-77.2086,39.0182,20140919,1
Ashburn,United States,-77.4874,39.0438,20140919,2
Wilmington,United States,-77.9447,34.2257,20140919,1
Oak Island,United States,-78.1611,33.9166,20140919,1
Peterborough,Canada,-78.3197,44.3091,20140919,1
Lake Monticello,United States,-78.3264,37.9157,20140919,1
Charlottesville,United States,-78.4767,38.0293,20140919,1
Harrisonburg,United States,-78.8689,38.4496,20140919,2
Buffalo,United States,-78.8784,42.8864,20140919,1
Myrtle Beach,United States,-78.8867,33.6891,20140919,1
Pickering,Canada,-79.0868,43.8384,20140919,2
Toronto,Canada,-79.3832,43.6532,20140919,7
Brampton,Canada,-79.7667,43.6833,20140919,1
Greensboro,United States,-79.792,36.0726,20140919,1
Charleston,United States,-79.9311,32.7765,20140919,1
Pittsburgh,United States,-79.9959,40.4406,20140919,1
Limerick,Ireland,-8.6305,52.668,20140919,1
West Palm Beach,United States,-80.0534,26.7153,20140919,1
Miami,United States,-80.204,25.7891,20140919,3
Sumter,United States,-80.3415,33.9204,20140919,1
University Park,United States,-80.3676,25.7465,20140919,1
Kitchener,Canada,-80.4833,43.45,20140919,1
Charlotte,United States,-80.8431,35.2271,20140919,1
London,Canada,-81.2432,42.9869,20140919,1
Goldenrod,United States,-81.2887,28.6103,20140919,1
Winter Park,United States,-81.3392,28.6,20140919,3
LaBelle,United States,-81.4384,26.7617,20140919,1
Four Corners,United States,-81.6319,28.3297,20140919,2
Jacksonville,United States,-81.6556,30.3322,20140919,1
Coshocton,United States,-81.8596,40.272,20140919,1
Gainesville,United States,-82.3248,29.6516,20140919,1
Johnson City,United States,-82.3535,36.3134,20140919,1
Tampa,United States,-82.4572,27.9506,20140919,1
Citrus Park,United States,-82.5698,28.0783,20140919,3
St. Petersburg,United States,-82.64,27.7731,20140919,1
Centerburg,United States,-82.6963,40.3045,20140919,1
Columbus,United States,-82.9988,39.9612,20140919,1
Taylor,United States,-83.2697,42.2409,20140919,1
Franklin,United States,-83.3815,35.1823,20140919,2
Waterford Township,United States,-83.4066,42.6907,20140919,1
Canton,United States,-83.4821,42.3086,20140919,1
Toledo,United States,-83.5552,41.6639,20140919,1
Macon,United States,-83.6324,32.8407,20140919,2
Mount Orab,United States,-83.9197,39.0276,20140919,1
Knoxville,United States,-83.9207,35.9606,20140919,2
Fairborn,United States,-84.0194,39.8209,20140919,1
Midland,United States,-84.2472,43.6156,20140919,1
Mason,United States,-84.3099,39.3601,20140919,1
Atlanta,United States,-84.388,33.749,20140919,4
Beckett Ridge,United States,-84.4352,39.347,20140919,1
East Lansing,United States,-84.4839,42.737,20140919,1
Springdale,United States,-84.4852,39.287,20140919,1
Smyrna,United States,-84.5144,33.884,20140919,2
Florence,United States,-84.6266,38.999,20140919,1
Harrison,United States,-84.8044,39.2581,20140919,1
Louisville,United States,-85.7585,38.2527,20140919,1
New Albany,United States,-85.8241,38.2856,20140919,1
Elizabethtown,United States,-85.8649,37.7031,20140919,2
Indianapolis,United States,-86.1581,39.7684,20140919,2
Birmingham,United States,-86.8025,33.5207,20140919,1
Clarksville,United States,-87.3595,36.5298,20140919,1
Tuscaloosa,United States,-87.5692,33.2098,20140919,1
Chicago,United States,-87.6298,41.8781,20140919,8
Des Plaines,United States,-87.8834,42.0334,20140919,1
Greendale,United States,-87.9959,42.9406,20140919,1
Green Bay,United States,-88.0198,44.5192,20140919,3
De Pere,United States,-88.0604,44.4489,20140919,1
Champaign,United States,-88.2434,40.1164,20140919,1
Algonquin,United States,-88.2942,42.1656,20140919,1
Merton,United States,-88.3068,43.1467,20140919,1
Batavia,United States,-88.3126,41.85,20140919,2
Oshkosh,United States,-88.5426,44.0247,20140919,1
Rockford,United States,-89.094,42.2711,20140919,1
Picayune,United States,-89.6795,30.5255,20140919,1
Edwardsville,United States,-89.9532,38.8114,20140919,1
Belleville,United States,-89.984,38.5201,20140919,1
New Orleans,United States,-90.0715,29.9511,20140919,4
Metairie,United States,-90.1529,29.9841,20140919,1
Iowa City,United States,-91.5302,41.6611,20140919,1
Lafayette,United States,-92.0198,30.2241,20140919,2
Pineville,United States,-92.4343,31.3224,20140919,1
Blaine,United States,-93.2349,45.1608,20140919,1
Minneapolis,United States,-93.2667,44.9833,20140919,3
Burnsville,United States,-93.2777,44.7677,20140919,1
Bloomington,United States,-93.2983,44.8408,20140919,1
Blue Springs,United States,-94.2816,39.0169,20140919,1
Olathe,United States,-94.8191,38.8814,20140919,1
Houston,United States,-95.3694,29.7602,20140919,3
Missouri City,United States,-95.5377,29.6186,20140919,1
Omaha,United States,-95.998,41.2524,20140919,2
Allen,United States,-96.6705,33.1032,20140919,1
Lincoln,United States,-96.6753,40.8097,20140919,1
Sioux Falls,United States,-96.7311,43.5446,20140919,1
Dallas,United States,-96.8004,32.7801,20140919,1
Frisco,United States,-96.8236,33.1507,20140919,1
Lewisville,United States,-96.9942,33.0462,20140919,1
Grand Prairie,United States,-96.9978,32.746,20140919,1
Southlake,United States,-97.1342,32.9412,20140919,1
Fort Worth,United States,-97.3308,32.7555,20140919,2
Norman,United States,-97.4395,35.2226,20140919,1
Oklahoma City,United States,-97.5164,35.4676,20140919,5
Bethany,United States,-97.6323,35.5187,20140919,1
Austin,United States,-97.7431,30.2672,20140919,4
San Antonio,United States,-98.4936,29.4241,20140919,1
Mexico City,Mexico,-99.1332,19.4326,20140919,1
Toluca,Mexico,-99.6557,19.2826,20140919,1
Algeria,Algeria,0,0,20140919,1
Hertfordshire,United Kingdom,0,0,20140919,2
Midlands,United Kingdom,0,0,20140919,1
Grays,United Kingdom,0.323,51.4784,20140919,2
Ipswich,United Kingdom,1.1482,52.0567,20140919,1
Eschwege,Germany,10.0398,51.1877,20140919,1
Odense,Denmark,10.4024,55.4038,20140919,1
Bangkok,Thailand,100.5241,13.7279,20140919,1
Jakarta,Indonesia,106.8456,-6.2088,20140919,1
Erlangen,Germany,11.012,49.5897,20140919,2
Halle (Saale),Germany,11.9688,51.497,20140919,1
Yogyakarta,Indonesia,110.3705,-7.7971,20140919,1
Perth,Australia,115.8575,-31.953,20140919,2
Beijing,China,116.4075,39.904,20140919,1
Grimma,Germany,12.7202,51.2364,20140919,3
Antipolo,Philippines,121.1245,14.6255,20140919,1
Bacolod,Philippines,122.969,10.6407,20140919,1
Cebu City,Philippines,123.8854,10.3157,20140919,1
Seoul,South Korea,126.978,37.5665,20140919,2
Berlin,Germany,13.405,52.52,20140919,1
Yokohama,Japan,139.638,35.4437,20140919,2
Setagaya,Japan,139.6532,35.6466,20140919,4
Shibuya,Japan,139.6982,35.664,20140919,1
Kamogawa,Japan,140.0987,35.114,20140919,1
Tamuning,Guam,144.7767,13.4839,20140919,1
Melbourne,Australia,144.9633,-37.8141,20140919,10
Hobart,Australia,147.3238,-42.8819,20140919,1
Sydney,Australia,151.207,-33.8675,20140919,4
Brisbane,Australia,153.0235,-27.471,20140919,2
Wroclaw,Poland,17.0385,51.1079,20140919,1
Auckland,New Zealand,174.7633,-36.8485,20140919,5
Rotorua,New Zealand,176.2497,-38.1368,20140919,1
Stockholm,Sweden,18.0686,59.3293,20140919,2
Akersberga,Sweden,18.3108,59.4803,20140919,1
Novi Sad,Serbia,19.85,45.25,20140919,2
Barcelona,Spain,2.1734,41.3851,20140919,1
Paris,France,2.3522,48.8566,20140919,2
Turku,Finland,22.2665,60.4509,20140919,2
Pitesti,Romania,24.8678,44.8606,20140919,1
Bucharest,Romania,26.1039,44.4325,20140919,2
Canakkale,Turkey,26.4056,40.1478,20140919,2
Minsk,Belarus,27.5667,53.9,20140919,1
Istanbul,Turkey,28.977,41.0053,20140919,7
Lagos,Nigeria,3.3792,6.5244,20140919,1
Riyadh,Saudi Arabia,46.7167,24.6333,20140919,1
Hoensbroek,Netherlands,5.9245,50.9201,20140919,1
Lichtenvoorde,Netherlands,6.5693,51.9874,20140919,1
Kaiserslautern,Germany,7.7491,49.4401,20140919,1
Mumbai,India,72.8777,19.076,20140919,1
Patiala,India,76.38,30.34,20140919,1
Gurgaon,India,77.0266,28.4595,20140919,1
Bangalore,India,77.5946,12.9716,20140919,2
Hyderabad,India,78.4867,17.385,20140919,1
Zurich,Switzerland,8.5392,47.3686,20140919,1
Bhubaneshwar,India,85.8245,20.2961,20140919,1
Filderstadt,Germany,9.2161,48.6782,20140919,1
London,United Kingdom,-0.1278,51.5074,20140920,8
Redhill,United Kingdom,-0.1699,51.2392,20140920,1
Slough,United Kingdom,-0.595,51.5105,20140920,1
Sunninghill,United Kingdom,-0.6557,51.4013,20140920,2
Portsmouth,United Kingdom,-1.0833,50.8167,20140920,2
Loughborough,United Kingdom,-1.2062,52.7721,20140920,1
Stockton-on-Tees,United Kingdom,-1.329,54.5705,20140920,1
Leeds,United Kingdom,-1.5491,53.8008,20140920,1
Midland,United States,-102.0779,31.9973,20140920,1
Colorado Springs,United States,-104.8214,38.8339,20140920,1
Centennial,United States,-104.8772,39.5807,20140920,1
Highlands Ranch,United States,-104.9681,39.5444,20140920,1
Denver,United States,-104.9847,39.7376,20140920,5
Arvada,United States,-105.0875,39.8028,20140920,1
Longmont,United States,-105.1019,40.1672,20140920,1
Boulder,United States,-105.2705,40.015,20140920,1
Tucson,United States,-110.9265,32.2217,20140920,1
Bozeman,United States,-111.0472,45.6778,20140920,1
Draper,United States,-111.8638,40.5247,20140920,1
Cave Creek,United States,-111.9507,33.8334,20140920,1
Phoenix,United States,-112.074,33.4484,20140920,1
Red Deer,Canada,-113.8112,52.2681,20140920,1
Paradise,United States,-115.1467,36.0972,20140920,2
Temecula,United States,-117.1484,33.4936,20140920,1
San Diego,United States,-117.1611,32.7157,20140920,1
Nelson,Canada,-117.2948,49.4928,20140920,1
Country Homes,United States,-117.4044,47.7485,20140920,1
Spokane,United States,-117.426,47.6588,20140920,2
Eastvale,United States,-117.5639,33.9631,20140920,2
Corona,United States,-117.5664,33.8753,20140920,1
Ontario,United States,-117.6509,34.0633,20140920,1
Lake Forest,United States,-117.6892,33.647,20140920,1
Irvine,United States,-117.7947,33.6839,20140920,1
Yorba Linda,United States,-117.8131,33.8886,20140920,3
Orange,United States,-117.8531,33.7878,20140920,2
Santa Ana,United States,-117.8678,33.7456,20140920,1
Cerritos,United States,-118.0648,33.8583,20140920,1
Montebello,United States,-118.1138,34.0165,20140920,1
Downey,United States,-118.1379,33.9427,20140920,1
South Pasadena,United States,-118.1504,34.1161,20140920,1
Los Angeles,United States,-118.2437,34.0522,20140920,9
Fallon,United States,-118.777,39.4749,20140920,1
Bakersfield,United States,-119.0187,35.3733,20140920,1
Kennewick,United States,-119.1372,46.2112,20140920,1
Modesto,United States,-120.9969,37.6391,20140920,1
Folsom,United States,-121.1761,38.678,20140920,1
Rocklin,United States,-121.2358,38.7907,20140920,1
Stockton,United States,-121.2908,37.9577,20140920,1
Tracy,United States,-121.4252,37.7397,20140920,1
Sacramento,United States,-121.4944,38.5816,20140920,1
San Jose,United States,-121.895,37.3394,20140920,4
Fairfield,United States,-122.04,38.2494,20140920,1
Union City,United States,-122.0438,37.5934,20140920,2
Everett,United States,-122.2021,47.979,20140920,1
Kent,United States,-122.2348,47.3809,20140920,2
San Carlos,United States,-122.2605,37.5072,20140920,1
Berkeley,United States,-122.2727,37.8716,20140920,1
Seattle,United States,-122.3321,47.6062,20140920,2
San Francisco,United States,-122.4194,37.7749,20140920,1
Port Moody,Canada,-122.8317,49.2831,20140920,3
New Westminster,Canada,-122.9109,49.2057,20140920,1
Burnaby,Canada,-123.0026,49.2295,20140920,1
North Vancouver,Canada,-123.0667,49.3167,20140920,1
Eugene,United States,-123.0868,44.0521,20140920,1
Vancouver,Canada,-123.1139,49.2612,20140920,1
Honolulu,United States,-157.8583,21.3069,20140920,1
Ewa Beach,United States,-158.0072,21.3156,20140920,1
Manchester,United Kingdom,-2.2485,53.4793,20140920,1
Bolton,United Kingdom,-2.4286,53.5844,20140920,1
Bristol,United Kingdom,-2.5879,51.4545,20140920,2
Chester,United Kingdom,-2.8931,53.1934,20140920,1
Wrexham,United Kingdom,-2.9925,53.043,20140920,2
Americana,Brazil,-47.3337,-22.7378,20140920,1
Itapeva,Brazil,-48.8397,-23.9007,20140920,1
Belfast,United Kingdom,-5.9301,54.5973,20140920,1
St. John's,Canada,-52.7128,47.5605,20140920,1
Mount Pearl,Canada,-52.8077,47.5206,20140920,1
Dartmouth,Canada,-63.5677,44.6652,20140920,1
Saint John,Canada,-66.0633,45.2733,20140920,1
Hampden,United States,-68.837,44.7445,20140920,3
Hanson,United States,-70.88,42.0752,20140920,1
Salem,United States,-70.8967,42.5195,20140920,1
Abington,United States,-70.9453,42.1048,20140920,1
Boston,United States,-71.0598,42.3584,20140920,9
Somerville,United States,-71.0995,42.3876,20140920,1
Cambridge,United States,-71.1097,42.3736,20140920,1
Brookline,United States,-71.1212,42.3318,20140920,1
Atkinson,United States,-71.147,42.8384,20140920,1
Alton,United States,-71.2197,43.4542,20140920,1
Dracut,United States,-71.302,42.6704,20140920,1
Burrillville,United States,-71.6847,41.9661,20140920,1
Worcester,United States,-71.8023,42.2626,20140920,1
Keene,United States,-72.2781,42.9337,20140920,1
Jay,United States,-72.4602,44.9649,20140920,1
Windsor,United States,-72.6437,41.8526,20140920,1
Lake Grove,United States,-73.1151,40.8529,20140920,1
Torrington,United States,-73.1212,41.8003,20140920,1
Burlington,United States,-73.2121,44.4759,20140920,1
Dix Hills,United States,-73.3362,40.8048,20140920,1
Danbury,United States,-73.454,41.3948,20140920,1
Massapequa,United States,-73.4743,40.6807,20140920,2
Longueuil,Canada,-73.5107,45.5369,20140920,1
Hicksville,United States,-73.5251,40.7684,20140920,1
Montreal,Canada,-73.554,45.5087,20140920,1
Oceanside,United States,-73.6401,40.6387,20140920,1
Troy,United States,-73.6918,42.7284,20140920,1
Saugerties,United States,-73.9529,42.0776,20140920,1
New York,United States,-74.0059,40.7128,20140920,18
Teaneck,United States,-74.0117,40.8932,20140920,1
Bradley Beach,United States,-74.0121,40.2023,20140920,1
Stafford Township,United States,-74.2633,39.7047,20140920,1
Caldwell,United States,-74.2765,40.8398,20140920,1
Wayne,United States,-74.2765,40.9254,20140920,1
Manchester Township,United States,-74.3393,39.9712,20140920,1
Westfield,United States,-74.3474,40.659,20140920,1
Edison,United States,-74.4121,40.5187,20140920,1
Warren,United States,-74.5005,40.6343,20140920,1
South Brunswick Township,United States,-74.5317,40.3807,20140920,1
Randolph,United States,-74.5747,40.8478,20140920,2
West Windsor Township,United States,-74.6186,40.2983,20140920,1
Evesham Township,United States,-74.9008,39.8567,20140920,1
Oneonta,United States,-75.0638,42.4529,20140920,1
Lewes,United States,-75.1394,38.7746,20140920,1
Philadelphia,United States,-75.1638,39.9523,20140920,4
Hawley,United States,-75.1821,41.4759,20140920,1
King of Prussia,United States,-75.3836,40.1013,20140920,1
Ottawa,Canada,-75.6972,45.4215,20140920,1
Virginia Beach,United States,-75.978,36.8529,20140920,1
Kingston,Canada,-76.486,44.2312,20140920,1
Ithaca,United States,-76.5019,42.444,20140920,2
Baltimore,United States,-76.6122,39.2904,20140920,1
Washington,United States,-77.0369,38.9072,20140920,1
Alexandria,United States,-77.0469,38.8048,20140920,1
Wheaton-Glenmont,United States,-77.0592,39.0536,20140920,2
Centreville,United States,-77.4289,38.8404,20140920,1
Richmond,United States,-77.4361,37.5407,20140920,1
Fredericksburg,United States,-77.4605,38.3032,20140920,1
Oshawa,Canada,-78.8658,43.8971,20140920,1
Durham,United States,-78.8986,35.994,20140920,1
Chapel Hill,United States,-79.0558,35.9132,20140920,1
Toronto,Canada,-79.3832,43.6532,20140920,4
Vaughan,Canada,-79.5083,43.8372,20140920,1
Mississauga,Canada,-79.6441,43.589,20140920,1
Brampton,Canada,-79.7667,43.6833,20140920,1
Pittsburgh,United States,-79.9959,40.4406,20140920,1
Cork,Ireland,-8.4863,51.8969,20140920,1
West Palm Beach,United States,-80.0534,26.7153,20140920,1
Tamarac,United States,-80.2498,26.2129,20140920,1
Savannah,United States,-81.0998,32.0835,20140920,1
York,United States,-81.242,34.9943,20140920,2
London,Canada,-81.2432,42.9869,20140920,1
Mentor,United States,-81.3396,41.6662,20140920,1
Pine Hills,United States,-81.4534,28.5578,20140920,1
Aiken,United States,-81.7196,33.5604,20140920,1
Brunswick,United States,-81.8418,41.2381,20140920,1
Huntington,United States,-82.4452,38.4193,20140920,6
Tampa,United States,-82.4572,27.9506,20140920,2
Asheville,United States,-82.5515,35.5951,20140920,1
Detroit,United States,-83.0458,42.3314,20140920,2
Valdosta,United States,-83.2785,30.8327,20140920,1
Morristown,United States,-83.2949,36.214,20140920,1
Jefferson,United States,-83.5724,34.1171,20140920,1
Dayton,United States,-84.1916,39.7589,20140920,1
Tallahassee,United States,-84.2807,30.4383,20140920,2
Williamston,United States,-84.283,42.6889,20140920,3
Druid Hills,United States,-84.336,33.7804,20140920,1
Atlanta,United States,-84.388,33.749,20140920,2
Florence,United States,-84.6266,38.999,20140920,2
Eufaula,United States,-85.1455,31.8913,20140920,1
Kalamazoo,United States,-85.5872,42.2917,20140920,1
Traverse City,United States,-85.6206,44.7631,20140920,1
Grand Rapids,United States,-85.6681,42.9634,20140920,5
Indianapolis,United States,-86.1581,39.7684,20140920,4
Murfreesboro,United States,-86.3903,35.8456,20140920,1
Bowling Green,United States,-86.4808,36.9685,20140920,2
Bloomington,United States,-86.5264,39.1653,20140920,2
La Porte,United States,-86.7227,41.6111,20140920,1
Nashville,United States,-86.7833,36.1667,20140920,1
Warrington,United States,-87.275,30.3841,20140920,1
Hopkinsville,United States,-87.4886,36.8656,20140920,1
Chicago,United States,-87.6298,41.8781,20140920,2
Glenview,United States,-87.7878,42.0698,20140920,1
Milwaukee,United States,-87.9065,43.0389,20140920,1
Wheeling,United States,-87.929,42.1392,20140920,2
Romeoville,United States,-88.0895,41.6475,20140920,1
Waukesha,United States,-88.2315,43.0117,20140920,2
Elgin,United States,-88.2833,42.0333,20140920,1
Appleton,United States,-88.4154,44.2619,20140920,1
Oshkosh,United States,-88.5426,44.0247,20140920,1
Madison,United States,-89.4012,43.0731,20140920,2
New Orleans,United States,-90.0715,29.9511,20140920,1
St. Louis,United States,-90.1994,38.627,20140920,2
Winona,United States,-91.6333,44.0479,20140920,1
Waterloo,United States,-92.3426,42.4928,20140920,1
Lakeville,United States,-93.2427,44.6497,20140920,1
Minneapolis,United States,-93.2667,44.9833,20140920,2
Springfield,United States,-93.2923,37.209,20140920,1
Independence,United States,-94.4155,39.0911,20140920,1
Raytown,United States,-94.4636,39.0086,20140920,1
Houston,United States,-95.3694,29.7602,20140920,3
Tulsa,United States,-95.9928,36.154,20140920,4
McKinney,United States,-96.6398,33.1972,20140920,2
Allen,United States,-96.6705,33.1032,20140920,1
Dallas,United States,-96.8004,32.7801,20140920,2
Grand Forks,United States,-97.0329,47.9253,20140920,2
Grapevine,United States,-97.0781,32.9343,20140920,1
Waco,United States,-97.1467,31.5493,20140920,1
Temple,United States,-97.3428,31.0982,20140920,1
Oklahoma City,United States,-97.5164,35.4676,20140920,1
Round Rock,United States,-97.6789,30.5083,20140920,1
Austin,United States,-97.7431,30.2672,20140920,2
Grand Island,United States,-98.342,40.9264,20140920,3
Mexico City,Mexico,-99.1332,19.4326,20140920,6
Abilene,United States,-99.7331,32.4487,20140920,1
Greater London,United Kingdom,0,0,20140920,1
Greater Manchester,United Kingdom,0,0,20140920,2
Lima,Peru,0,0,20140920,2
Macedonia (FYROM),Macedonia (FYROM),0,0,20140920,1
Gravesend,United Kingdom,0.3708,51.4419,20140920,1
Trondheim,Norway,10.3216,63.421,20140920,1
Gotha,Germany,10.7093,50.9469,20140920,1
Rome,Italy,12.4802,41.8724,20140920,1
Copenhagen,Denmark,12.5683,55.6761,20140920,1
Quezon City,Philippines,121.0437,14.676,20140920,2
Pasig,Philippines,121.0851,14.5764,20140920,2
Cheongju-si,South Korea,127.489,36.6424,20140920,1
Palermo,Italy,13.3613,38.1157,20140920,1
Berlin,Germany,13.405,52.52,20140920,1
Shinjuku,Japan,139.7036,35.6938,20140920,1
Minato,Japan,139.7516,35.6581,20140920,1
Melbourne,Australia,144.9633,-37.8141,20140920,2
Zagreb,Croatia,15.9819,45.815,20140920,1
Sydney,Australia,151.207,-33.8675,20140920,4
Brisbane,Australia,153.0235,-27.471,20140920,1
Christchurch,New Zealand,172.6362,-43.5321,20140920,1
Auckland,New Zealand,174.7633,-36.8485,20140920,2
Stockholm,Sweden,18.0686,59.3293,20140920,2
Barcelona,Spain,2.1734,41.3851,20140920,2
Villiers-sur-Marne,France,2.5468,48.8258,20140920,1
Sofia,Bulgaria,23.3219,42.6977,20140920,1
Helsinki,Finland,24.9384,60.1699,20140920,2
Brasov,Romania,25.6167,45.6667,20140920,1
Burgas,Bulgaria,27.4626,42.5048,20140920,1
Pretoria,South Africa,28.1881,-25.7461,20140920,1
Istanbul,Turkey,28.977,41.0053,20140920,1
Denizli,Turkey,29.0864,37.7765,20140920,1
Montpellier,France,3.8767,43.6108,20140920,1
Mons,Belgium,3.9567,50.4542,20140920,1
Giza,Egypt,31.2089,30.0131,20140920,1
Cairo,Egypt,31.2357,30.0444,20140920,1
