CityCountry,Latitude,Longitude,city,country,20150212,Language20150212,20150213,Language20150213,20150214,Language20150214,20150215,Language20150215,20150216,Language20150216,20150217,Language20150217,20150218,Language20150218,20150219,Language20150219,20150220,Language20150220,20150221,Language20150221,20150222,Language20150222,20150223,Language20150223,20150224,Language20150224,20150225,Language20150225,20150226,Language20150226,20150227,Language20150227,20150228,Language20150228,20150301,Language20150301,20150302,Language20150302,20150303,Language20150303,20150304,Language20150304,20150305,Language20150305,20150306,Language20150306,20150307,Language20150307,20150308,Language20150308,20150309,Language20150309
Arlington Heights-United States0,42.0884,-87.9806,Arlington Heights,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Arlington-United States0,38.88,-77.1068,Arlington,United States,0,,121.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,423.0,en,552.0,en,552.0,en,656.0,en,1036.0,en,1165.0,en,1165.0,en,1165.0,en,1165.0,en,1165.0,en,1165.0,en,1165.0,en,1165.0,en,1165.0,en,1165.0,en
Ashburn-United States0,39.0438,-77.4874,Ashburn,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en,285.0,en
Asheville-United States0,35.5951,-82.5515,Asheville,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,250.0,en,725.0,en,1165.0,en,1407.0,en,1545.0,en,2011.0,en,2270.0,en,2408.0,en,2408.0,en,2408.0,en,2408.0,en
Athens-United States0,33.95,-83.3833,Athens,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,372.0,en,372.0,en,372.0,en,372.0,en,372.0,en,372.0,en,372.0,en,372.0,en,372.0,en,372.0,en,372.0,en
Atizapan de Zaragoza-Mexico0,19.5562,-99.2675,Atizapan de Zaragoza,Mexico,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en,233.0,en
Atlanta-United States0,33.749,-84.38799999999999,Atlanta,United States,0,,173.0,en,311.0,en,311.0,en,311.0,en,458.0,en,734.0,en,734.0,en,734.0,en,734.0,en,734.0,en,1278.0,en,1684.0,en,2072.0,en,2668.0,en,4653.0,en,5404.0,en,5672.0,en,6216.0,en,6622.0,en,6959.0,en,7123.0,en,7235.0,en,7235.0,en,7235.0,en,7235.0,en
Auburn-United States0,32.6099,-85.4808,Auburn,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Augusta-United States0,33.4735,-82.0105,Augusta,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en
Aurora-United States0,39.7294,-104.8319,Aurora,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,129.0,en,129.0,en,129.0,en,388.0,en,561.0,en,561.0,en,794.0,en,794.0,en,794.0,en,794.0,en,794.0,en,794.0,en,794.0,en,794.0,en
Austin-United States0,30.2672,-97.7431,Austin,United States,0,,242.0,en,423.0,en,423.0,en,423.0,en,423.0,en,423.0,en,423.0,en,423.0,en,423.0,en,423.0,en,984.0,en,1278.0,en,1615.0,en,2047.0,en,3402.0,en,4144.0,en,4412.0,en,5016.0,en,5301.0,en,5405.0,en,5405.0,en,5405.0,en,5405.0,en,5405.0,en,5405.0,en
Bakersfield-United States0,35.3733,-119.0187,Bakersfield,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Baltimore-United States0,39.2904,-76.6122,Baltimore,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,216.0,en,432.0,en,682.0,en,881.0,en,1330.0,en,1330.0,en,1468.0,en,1692.0,en,1692.0,en,1856.0,en,1856.0,en,1856.0,en,1856.0,en,1856.0,en,1856.0,en
Barnstable-United States0,41.7003,-70.3002,Barnstable,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Barrie-Canada0,44.3894,-79.6903,Barrie,Canada,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en,397.0,en
Baton Rouge-United States0,30.4583,-91.1403,Baton Rouge,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,285.0,en,285.0,en,285.0,en,1010.0,en,1398.0,en,1398.0,en,1398.0,en,1398.0,en,1398.0,en,1398.0,en,1398.0,en,1398.0,en,1398.0,en,1398.0,en
Bay Lake-United States0,28.3886,-81.5659,Bay Lake,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,285.0,en,449.0,en,553.0,en,691.0,en,691.0,en,1054.0,en,1270.0,en,1270.0,en,1270.0,en,1270.0,en,1270.0,en,1270.0,en,1270.0,en,1270.0,en,1270.0,en,1270.0,en
Belleville-Canada0,44.1628,-77.3832,Belleville,Canada,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Berkeley-United States0,37.8716,-122.2727,Berkeley,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,276.0,en,449.0,en,449.0,en,449.0,en,449.0,en,449.0,en,449.0,en,449.0,en,449.0,en,449.0,en,449.0,en,449.0,en
Bethesda-United States0,38.9847,-77.0947,Bethesda,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Billings-United States0,45.7833,-108.5007,Billings,United States,0,,0.0,en,164.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,268.0,en,380.0,en,682.0,en,682.0,en,682.0,en,682.0,en,682.0,en,682.0,en,682.0,en,682.0,en,682.0,en,682.0,en
Birmingham-United States0,33.5207,-86.8025,Birmingham,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,190.0,en,190.0,en,190.0,en,190.0,en,190.0,en,190.0,en,190.0,en,190.0,en,190.0,en,190.0,en,190.0,en
Bismarck-United States0,46.8083,-100.7837,Bismarck,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,147.0,en,147.0,en,147.0,en,147.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en
Blacksburg-United States0,37.2296,-80.4139,Blacksburg,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en
Blaine-United States0,45.1608,-93.2349,Blaine,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Bloomington-United States0,39.1653,-86.5264,Bloomington,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,164.0,en,164.0,en,164.0,en,371.0,en,371.0,en,371.0,en,371.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en,483.0,en
Boardman-United States0,45.8399,-119.7006,Boardman,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en,414.0,en
Boise-United States0,43.6187,-116.2146,Boise,United States,0,,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,225.0,en,225.0,en,398.0,en,398.0,en,398.0,en,398.0,en,398.0,en,398.0,en,398.0,en,398.0,en,398.0,en,398.0,en,398.0,en
Boston-United States0,42.3585,-71.0601,Boston,United States,0,,501.0,en,838.0,en,838.0,en,838.0,en,838.0,en,838.0,en,838.0,en,942.0,en,942.0,en,942.0,en,1909.0,en,3592.0,en,4852.0,en,5819.0,en,7425.0,en,8167.0,en,8650.0,en,9125.0,en,9427.0,en,9962.0,en,9962.0,en,10126.0,en,10126.0,en,10126.0,en,10126.0,en
Boulder-United States0,40.015,-105.2705,Boulder,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,147.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en,251.0,en
Brampton-Canada0,43.6833,-79.7667,Brampton,Canada,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,268.0,en,527.0,en,769.0,en,924.0,en,924.0,en,924.0,en,924.0,en,924.0,en,924.0,en,924.0,en,924.0,en,924.0,en,924.0,en
Brantford-Canada0,43.1394,-80.2644,Brantford,Canada,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en,311.0,en
Brighton-United States0,43.1233,-77.5681,Brighton,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Brookings-United States0,44.3114,-96.7984,Brookings,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Brookline-United States0,42.3318,-71.1212,Brookline,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en,250.0,en
Brunswick-United States0,41.2381,-81.8418,Brunswick,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Buena Ventura Lakes-United States0,28.3304,-81.3571,Buena Ventura Lakes,United States,0,,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Buffalo-United States0,42.8864,-78.8784,Buffalo,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Burbank-United States0,34.1808,-118.309,Burbank,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en,164.0,en
Burlington-Canada0,43.3255,-79.79899999999999,Burlington,Canada,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en,242.0,en
Burlington-United States0,44.4759,-73.2121,Burlington,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en,129.0,en
Burnaby-Canada0,49.2667,-122.9667,Burnaby,Canada,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,294.0,en,631.0,en,760.0,en,760.0,en,760.0,en,760.0,en,760.0,en,760.0,en,760.0,en,760.0,en,760.0,en,760.0,en
Burnsville-United States0,44.7677,-93.2777,Burnsville,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en,155.0,en
Cabot-United States0,34.9745,-92.0165,Cabot,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Calgary-Canada0,51.0486,-114.0708,Calgary,Canada,0,,216.0,en,345.0,en,345.0,en,345.0,en,345.0,en,345.0,en,345.0,en,345.0,en,345.0,en,345.0,en,1001.0,en,1519.0,en,1951.0,en,3608.0,en,5404.0,en,6077.0,en,6465.0,en,6914.0,en,7156.0,en,7337.0,en,7337.0,en,7337.0,en,7337.0,en,7337.0,en,7337.0,en
Cambridge-Canada0,43.3616,-80.3144,Cambridge,Canada,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Cambridge-United States0,42.3736,-71.1097,Cambridge,United States,0,,233.0,en,466.0,en,466.0,en,466.0,en,466.0,en,466.0,en,466.0,en,466.0,en,466.0,en,466.0,en,854.0,en,1588.0,en,2063.0,en,2598.0,en,3487.0,en,3919.0,en,4126.0,en,4359.0,en,4558.0,en,4662.0,en,4662.0,en,4766.0,en,4766.0,en,4766.0,en,4766.0,en
Cancun-Mexico0,21.1619,-86.8515,Cancun,Mexico,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,259.0,en,656.0,en,777.0,en,777.0,en,777.0,en,777.0,en,777.0,en,777.0,en,777.0,en,777.0,en,777.0,en,777.0,en
Canton-United States0,42.3086,-83.4821,Canton,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en,138.0,en
Cape Coral-United States0,26.5629,-81.9495,Cape Coral,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en,112.0,en
Carmel-United States0,39.9784,-86.118,Carmel,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Carrollton-United States0,32.9756,-96.89,Carrollton,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en,104.0,en
Cary-United States0,35.7915,-78.7811,Cary,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en,121.0,en
Cedar Rapids-United States0,41.9779,-91.6656,Cedar Rapids,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en,173.0,en
Celaya-Mexico0,20.528000000000002,-100.8113,Celaya,Mexico,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,104.0,en,406.0,en,510.0,en,510.0,en,510.0,en,510.0,en,510.0,en,510.0,en,510.0,en,510.0,en,510.0,en,510.0,en
Centennial-United States0,39.5807,-104.8772,Centennial,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,190.0,en,190.0,en,190.0,en,190.0,en,328.0,en,328.0,en,328.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en,432.0,en
Centreville-United States0,38.8404,-77.4289,Centreville,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,155.0,en,155.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en
Champaign-United States0,40.1164,-88.2434,Champaign,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,155.0,en,155.0,en,155.0,en,155.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en,293.0,en
Chapel Hill-United States0,35.9132,-79.0558,Chapel Hill,United States,0,,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,0.0,en,138.0,en,449.0,en,449.0,en,449.0,en,449.0,en,553.0,en,553.0,en,553.0,en,553.0,en,553.0,en,553.0,en,553.0,en
